peak,gene_symbol,ENSEMBL_ID,score,chromosome,strand,start,end
X18028,LOC643342,ENSG00000230221,71.5107026100159,chr9,+,95224200,95228199
X17601,NA,ENSG00000236184,71.4933276176453,chr9,-,32978400,32980999
X13257,MTHFD1L,ENSG00000120254,71.4905552864075,chr6,+,150871400,150876599
X25168,LINC00641,ENSG00000258441,71.4899864196777,chr14,-,21219000,21220599
X1946,OTUD7B,ENSG00000264522,71.4878439903259,chr1,-,150004000,150006199
X19752,MIR346,ENSG00000199104,71.483859539032,chr10,-,86279600,86283799
X11835,RNU6-260P,ENSG00000206819,71.4805455207825,chr5,+,157786800,157788599
X13096,NA,ENSG00000278744,71.4692516326904,chr6,+,133982800,133986399
X30153,BPTF,ENSG00000171634,71.4668793678284,chr17,+,67885800,67892599
X32235,LINC01535,ENSG00000226686,71.4660844802856,chr19,+,37237400,37240599
X12026,SH3PXD2B,ENSG00000174705,71.4530591964722,chr5,-,172411800,172414599
X16908,HHLA1,ENSG00000132297,71.4528155326843,chr8,-,132216800,132220999
X473,GALE,ENSG00000117308,71.4392132759094,chr1,-,23810000,23812799
X10085,NA,ENSG00000201026,71.4342675209045,chr5,+,2147200,2151399
X18173,PALM2AKAP2,ENSG00000157654,71.4338402748108,chr9,+,109779200,109780799
X12216,NA,ENSG00000270504,71.4275712966919,chr6,+,3722800,3727599
X13005,KPNA5,ENSG00000196911,71.4203782081604,chr6,+,116722000,116723799
X13507,MIR3939,ENSG00000265828,71.417163848877,chr6,-,166984200,166990199
X3004,LOC100418874,ENSG00000228729,71.4106664657593,chr1,+,227232200,227235599
X9268,RNA5SP160,ENSG00000201736,71.4104113578796,chr4,+,40952800,40956399
X25037,SALL4P4,ENSG00000274614,71.4007277488708,chr13,-,111236200,111241599
X2272,ILDR2,ENSG00000143195,71.3963284492493,chr1,-,166966800,166973199
X2862,NA,ENSG00000224584,71.393590927124,chr1,-,214654200,214657799
X2745,CD55,ENSG00000196352,71.3907737731934,chr1,+,207328200,207329599
X20731,NA,ENSG00000276375,71.3897733688354,chr10,-,130299400,130301199
X7150,KLHL18,ENSG00000114648,71.3837671279907,chr3,+,47280200,47282599
X12953,RNU6-437P,ENSG00000238420,71.3835682868958,chr6,+,107890000,107893399
X12416,RPL7P25,ENSG00000216636,71.3792252540588,chr6,+,34624200,34628199
X35045,PACSIN2,ENSG00000100266,71.3740272521973,chr22,-,42982800,42986199
X22337,TTC36,ENSG00000172425,71.3723278045654,chr11,+,118527000,118530199
X25416,NA,ENSG00000258857,71.3661041259766,chr14,+,50367400,50372599
X14267,RPS2P30,ENSG00000225286,71.3658208847046,chr7,-,28634400,28637599
X31252,NA,ENSG00000266946,71.3492703437805,chr18,+,58696000,58699599
X26738,NA,ENSG00000256705,71.3487458229065,chr14,-,101832400,101835999
X5251,LINC01823,ENSG00000224655,71.346127986908,chr2,+,122291000,122294399
X20574,NA,ENSG00000227586,71.345929145813,chr10,-,123195400,123201399
X35136,NA,ENSG00000260708,71.345929145813,chr22,-,46751000,46757599
X6816,NKIRAS1,ENSG00000197885,71.3408041000366,chr3,-,23952200,23955599
X25025,COL4A2-AS1,ENSG00000232814,71.3408036231995,chr13,-,110488800,110492599
X28810,PITPNM3,ENSG00000091622,71.3393197059631,chr17,-,6561800,6563199
X410,WNT4,ENSG00000162552,71.3391766548157,chr1,-,22157400,22161999
X23415,NA,ENSG00000202187,71.3387084007263,chr12,+,28416200,28417599
X1508,NA,ENSG00000207379,71.3378496170044,chr1,+,93414600,93417799
X33460,NA,ENSG00000273893,71.3305950164795,chr20,-,46680200,46682799
X23474,DENND5B-AS1,ENSG00000255867,71.3273363113403,chr12,+,31564800,31572599
X29721,NA,ENSG00000279281,71.3266363143921,chr17,+,57477400,57482399
X13159,AIG1,ENSG00000146416,71.320827960968,chr6,+,143059200,143062399
X29479,RN7SL258P,ENSG00000240589,71.3188157081604,chr17,-,44407200,44409599
X25138,NA,ENSG00000232487,71.30229139328,chr13,-,114118600,114119599
X1870,RNA5SP56,ENSG00000222209,71.3004665374756,chr1,-,118317600,118319799
X27824,MSLN,ENSG00000102854,71.2798728942871,chr16,+,758200,763999
X11837,CLINT1,ENSG00000113282,71.2770795822144,chr5,-,157836200,157838599
X17257,ZNF517,ENSG00000197363,71.2667155265808,chr8,+,144812400,144816999
X8262,TRPC1,ENSG00000144935,71.2463521957397,chr3,+,142732200,142734799
X11026,PAM,ENSG00000145730,71.2410936355591,chr5,+,102802800,102806399
X3643,ADGRF3,ENSG00000173567,71.2296724319458,chr2,-,26350200,26354399
X31375,NA,ENSG00000264736,71.2296724319458,chr18,-,77441800,77445799
X12946,NA,ENSG00000272102,71.2282891273499,chr6,-,105273200,105276399
X12301,NA,ENSG00000229931,71.2281460762024,chr6,+,16741400,16745399
X5196,NA,ENSG00000265451,71.2241888046265,chr2,+,121452000,121454599
X32403,NA,ENSG00000176761,71.2199769020081,chr19,+,44481400,44485599
X23642,SLC48A1,ENSG00000211584,71.2199487686157,chr12,+,47744400,47748599
X35628,NA,ENSG00000231154,71.2062950134277,chrX,+,103683000,103685199
X2731,NA,ENSG00000237605,71.1989936828613,chr1,-,206646800,206648999
X13268,NA,ENSG00000232290,71.198718547821,chr6,-,151044000,151045999
X8603,C3orf70,ENSG00000187068,71.1938052177429,chr3,-,185043600,185048399
X25300,BAZ1A-AS1,ENSG00000258738,71.1919770240784,chr14,+,34872200,34875999
X18717,WDR37,ENSG00000047056,71.188756942749,chr10,+,1057400,1058999
X11924,NA,ENSG00000253065,71.1703915596008,chr5,-,168017800,168020799
X20157,NA,ENSG00000222430,71.1649346351624,chr10,-,101969600,101975799
X29435,TMEM106A,ENSG00000184988,71.1480302810669,chr17,+,43217200,43221799
X21281,NA,ENSG00000252652,71.1469459533691,chr11,+,43335400,43337599
X25990,NA,ENSG00000258796,71.1354899406433,chr14,+,66727000,66732799
X26302,RGS6,ENSG00000182732,71.1354899406433,chr14,+,71902600,71907999
X10571,LOC100419851,ENSG00000271410,71.1338930130005,chr5,-,55385000,55386799
X12159,NA,ENSG00000253480,71.1214017868042,chr5,-,180114200,180116799
X15555,NA,ENSG00000251728,71.1145353317261,chr7,-,140086400,140092199
X33893,NA,ENSG00000201984,71.1119337081909,chr21,-,29142000,29145799
X10826,NA,ENSG00000249293,71.0930695533752,chr5,-,73771600,73775399
X17639,UBAP2,ENSG00000137073,71.0930695533752,chr9,-,34029000,34033399
X29328,CDC6,ENSG00000094804,71.0894837379456,chr17,+,40271200,40274399
X24542,NA,ENSG00000279500,71.0894336700439,chr12,-,128802000,128804199
X33791,NA,ENSG00000187172,71.0876445770264,chr21,+,10415000,10416799
X11039,EIF3KP1,ENSG00000175749,71.0866169929504,chr5,+,103033600,103036199
X10766,PIK3R1,ENSG00000145675,71.0850901603699,chr5,+,68249200,68252999
X2176,RNA5SP60,ENSG00000222552,71.0849900245667,chr1,+,159179200,159183999
X28763,CTNS,ENSG00000040531,71.073194026947,chr17,+,3646600,3651799
X15257,NA,ENSG00000272219,71.0671410560608,chr7,+,101920800,101925799
X13541,PDCD2,ENSG00000071994,71.0631709098816,chr6,-,170579200,170582599
X21849,NA,ENSG00000280269,71.0612344741821,chr11,+,74211600,74213799
X17920,NA,ENSG00000225385,71.058247089386,chr9,+,88097400,88101799
X33208,MAP1LC3A,ENSG00000101460,71.058247089386,chr20,+,34572400,34577399
X18002,YRDCP1,ENSG00000278486,71.0473952293396,chr9,-,94440600,94443399
X28898,RNU11-2P,ENSG00000252707,71.0468101501465,chr17,-,12033800,12036399
X18219,COL27A1,ENSG00000196739,71.0338449478149,chr9,+,114171600,114176399
X9146,LOC651644,ENSG00000248466,71.030490398407,chr4,-,36128600,36131999
X324,NA,ENSG00000255275,71.0260910987854,chr1,-,18924800,18927999
X33089,FRG1CP,ENSG00000282826,71.0260910987854,chr20,-,28568400,28571799
X2873,NA,ENSG00000223375,71.0229930877686,chr1,+,218322600,218324999
X10796,NA,ENSG00000244061,71.0199666023254,chr5,+,72364600,72367399
X6400,NA,ENSG00000228499,71.0132255554199,chr2,-,235936800,235941199
X33680,APCDD1L-DT,ENSG00000231290,71.0132250785828,chr20,+,58544800,58548799
X8234,NA,ENSG00000248773,71.0090155601501,chr3,+,140960600,140963199
X10664,NA,ENSG00000248199,71.000846862793,chr5,+,61898800,61903199
X33709,RPL17P48,ENSG00000235018,71.0006313323975,chr20,-,62028800,62034399
X2450,LHX4-AS1;ACBD6,ENSG00000230124,70.9947376251221,chr1,-,180501000,180503199
X12292,NA,ENSG00000282024,70.990638256073,chr6,-,16315000,16317599
X6099,NA,ENSG00000261338,70.9752864837646,chr2,+,218242800,218247799
X4973,RPL39P16,ENSG00000227470,70.9701237678528,chr2,+,108868800,108871399
X1142,NA,ENSG00000230604,70.96293592453,chr1,+,51842600,51847999
X27514,RPL5P3,ENSG00000242276,70.9603843688965,chr15,-,71079400,71083199
X4544,RAB11FIP5,ENSG00000135631,70.9515314102173,chr2,-,73173000,73177599
X17457,NA,ENSG00000236857,70.9487147331238,chr9,-,18849200,18854799
X23280,SLCO1B1,ENSG00000134538,70.9480428695679,chr12,+,21184800,21188999
X12297,NA,ENSG00000229931,70.9422340393066,chr6,+,16585800,16590399
X25879,ESR2,ENSG00000140009,70.9404640197754,chr14,-,64225800,64231399
X11836,RNU6-260P,ENSG00000206819,70.9316391944885,chr5,+,157830400,157834799
X10181,TRIO,ENSG00000038382,70.929612159729,chr5,+,14237600,14240399
X30858,TUBB6,ENSG00000176014,70.9277033805847,chr18,+,12310600,12313199
X19770,NA,LRG_385,70.9221148490906,chr10,+,86694200,86699599
X9358,DUTP7,ENSG00000250473,70.9185471534729,chr4,-,51888000,51889599
X6589,NA,ENSG00000199815,70.917031288147,chr3,+,8937800,8941999
X31576,ZNF57,ENSG00000171970,70.9151630401611,chr19,+,2905800,2909199
X6742,MIR3134,ENSG00000264354,70.9114260673523,chr3,-,15702400,15703599
X22424,LOC101929427,ENSG00000254607,70.9110193252563,chr11,+,126709000,126713599
X21333,NA,ENSG00000244313,70.9058532714844,chr11,-,46421000,46424399
X17359,NA,ENSG00000233367,70.8969311714172,chr9,-,6468400,6472199
X10079,NA,ENSG00000251532,70.8871917724609,chr5,-,1540800,1544199
X16607,NA,ENSG00000255325,70.8856654167175,chr8,-,122532800,122537199
X21663,NA,ENSG00000179038,70.8844194412231,chr11,-,67183400,67187599
X1761,MAGI3,ENSG00000081026,70.8790097236633,chr1,+,113389000,113391999
X16387,NA,ENSG00000250684,70.8746514320374,chr8,-,102724200,102729399
X16624,NA,ENSG00000259631,70.8708000183105,chr8,-,122924400,122928999
X1397,NA,ENSG00000223254,70.8694443702698,chr1,+,85262200,85264599
X35530,ZMYM3,ENSG00000147130,70.8619475364685,chrX,-,71237400,71242399
X25342,FKBP3,ENSG00000100442,70.8605632781982,chr14,-,45133200,45135399
X26788,LINC00677,ENSG00000259717,70.8601493835449,chr14,-,103112400,103116999
X32628,MYH14,ENSG00000105357,70.8511233329773,chr19,+,50223000,50225799
X19639,NA,ENSG00000232437,70.8508796691895,chr10,+,75154000,75158799
X15378,BMT2,ENSG00000164603,70.8439283370972,chr7,-,112952400,112955599
X25009,COL4A1,ENSG00000187498,70.833776473999,chr13,-,110315000,110319799
X35605,RN7SKP194,ENSG00000223260,70.8181991577148,chrX,-,96438800,96441399
X1244,RAVER2,ENSG00000162437,70.818000793457,chr1,+,64692000,64695799
X14214,NA,ENSG00000213783,70.8051905632019,chr7,-,27270800,27273599
X7399,ARL6IP5,ENSG00000144746,70.8010954856873,chr3,+,69103800,69106199
X20321,NA,ENSG00000234017,70.7982506752014,chr10,-,112577400,112580399
X28002,NA,ENSG00000260003,70.79740858078,chr16,-,8104400,8107799
X7131,LRRC2-AS1,ENSG00000268324,70.7960810661316,chr3,+,46529400,46531999
X20505,SEC23IP,ENSG00000107651,70.7906565666199,chr10,+,119895000,119897799
X12526,NA,ENSG00000200706,70.7864561080933,chr6,+,38186200,38189599
X4143,ERLEC1,ENSG00000068912,70.7852292060852,chr2,+,53783200,53785599
X34392,ADORA2A,ENSG00000128271,70.78391456604,chr22,+,24365600,24368399
X6938,NA,ENSG00000224858,70.7776308059692,chr3,-,37047000,37050199
X24406,ANAPC5,ENSG00000089053,70.7735524177551,chr12,-,121398800,121401399
X24927,ABCC4,ENSG00000125257,70.7727866172791,chr13,-,95170000,95171999
X15959,ATP6V1H,ENSG00000047249,70.7716789245605,chr8,-,53813000,53816199
X15529,RNU6-223P,ENSG00000199700,70.7583856582642,chr7,+,135955800,135958999
X23990,SLC35E3,ENSG00000175782,70.7519721984863,chr12,+,68742800,68749399
X16503,MED30,ENSG00000164758,70.7508602142334,chr8,+,117430400,117434599
X15511,LOC729998,ENSG00000283041,70.7475337982178,chr7,-,132967800,132970799
X24304,NA,ENSG00000258337,70.744035243988,chr12,-,116181200,116183599
X29724,LOC101927557,ENSG00000266100,70.7411203384399,chr17,-,57499000,57504599
X28510,VN2R10P,ENSG00000226348,70.7376751899719,chr16,+,77211200,77214399
X23032,RPL21P100,ENSG00000242405,70.7301068305969,chr12,+,12145400,12146199
X11432,SKP1,ENSG00000113558,70.7291054725647,chr5,-,134194400,134195399
X34456,NA,ENSG00000237387,70.7222447395325,chr22,-,25578200,25580999
X4036,NA,ENSG00000233829,70.7198162078857,chr2,-,45869400,45872999
X3223,NA,ENSG00000232059,70.7142491340637,chr1,-,244697000,244701799
X11165,NA,ENSG00000271797,70.7103972434998,chr5,+,115250400,115253599
X19983,CCNJ,ENSG00000107443,70.7073554992676,chr10,+,96042600,96044799
X31177,ME2,ENSG00000082212,70.7064690589905,chr18,+,50877600,50880799
X19380,NRBF2,ENSG00000148572,70.6969037055969,chr10,+,63169400,63171799
X30238,NA,ENSG00000265010,70.6945614814758,chr17,+,73244200,73246999
X25260,NA,ENSG00000248975,70.6906924247742,chr14,-,30292800,30295799
X10303,ZFR,ENSG00000056097,70.6884632110596,chr5,-,32432400,32436599
X8123,TOPBP1,ENSG00000163781,70.6824421882629,chr3,-,133639800,133642199
X26896,NA,ENSG00000248079,70.681652545929,chr15,+,35546800,35552199
X25307,MRPL57P8,ENSG00000282625,70.6803154945374,chr14,-,35193600,35195199
X28416,TERF2,ENSG00000132604,70.6796255111694,chr16,-,69390600,69394999
X7011,TRAK1,ENSG00000182606,70.6677289009094,chr3,+,42011000,42016199
X25551,GCH1,ENSG00000131979,70.6633296012878,chr14,-,54939400,54946399
X23621,SLC38A1,ENSG00000111371,70.6618504524231,chr12,-,46267400,46270599
X29155,NA,ENSG00000263657,70.6439290046692,chr17,+,29739000,29743399
X26135,NA,ENSG00000242293,70.6395578384399,chr14,-,69031800,69037599
X6849,TGFBR2,ENSG00000163513,70.6372046470642,chr3,+,30569400,30572599
X6849,NA,LRG_779,70.6372046470642,chr3,+,30569400,30572599
X15423,SND1-IT1,ENSG00000279078,70.631721496582,chr7,+,127942200,127944999
X16233,NA,ENSG00000253553,70.62615442276,chr8,+,88283200,88287999
X8610,RPL4P4,ENSG00000229638,70.6106328964233,chr3,-,185456000,185459999
X7021,RNU4-78P,ENSG00000222872,70.607319355011,chr3,+,42197400,42199799
X18139,SMC2,ENSG00000136824,70.592857837677,chr9,+,104102600,104106399
X25856,MIR548H1,ENSG00000221537,70.5884590148926,chr14,-,63989600,63993599
X7202,IP6K2,ENSG00000068745,70.5839886665344,chr3,-,48786800,48790399
X34930,ADSL,ENSG00000239900,70.572606086731,chr22,+,40329400,40332999
X6073,NA,ENSG00000279348,70.5687370300293,chr2,+,216213000,216216799
X26014,FAM71D,ENSG00000172717,70.5659866333008,chr14,+,67129400,67131799
X35396,NA,ENSG00000279155,70.5636143684387,chrX,+,48934800,48939999
X17090,PEG13,ENSG00000282164,70.5605030059814,chr8,-,140221200,140223599
X15054,TVP23CP1,ENSG00000223584,70.5474219322205,chr7,+,90626200,90630199
X27110,EID1,ENSG00000255302,70.5462775230408,chr15,+,48878200,48879199
X1297,NA,ENSG00000234383,70.5339279174805,chr1,-,68167000,68170199
X31132,CTIF,ENSG00000134030,70.5275015830994,chr18,+,48545200,48550199
X3697,MRPL33,ENSG00000243147,70.5209927558899,chr2,+,27778000,27781399
X16463,NA,ENSG00000250267,70.512514591217,chr8,+,109294400,109297399
X17416,PSIP1,ENSG00000164985,70.5072999000549,chr9,-,15482200,15483799
X24484,NA,ENSG00000207189,70.5068817138672,chr12,-,123336200,123341599
X7281,MANF,ENSG00000145050,70.5015172958374,chr3,+,51355000,51358799
X4846,TXNDC9,ENSG00000115514,70.5008735656738,chr2,-,99360200,99365799
X15100,RNU6-10P,ENSG00000206763,70.4998002052307,chr7,-,92672400,92674399
X9911,NA,ENSG00000273449,70.4928779602051,chr4,+,163540600,163544199
X26409,NA,ENSG00000279461,70.4928779602051,chr14,+,73981000,73984799
X31431,RBFADN,ENSG00000261126,70.4899120330811,chr18,+,80058800,80060799
X30977,NA,ENSG00000227279,70.4868965148926,chr18,+,28013800,28016999
X2293,GPR161,ENSG00000143147,70.4837698936462,chr1,-,168119800,168123399
X29483,NA,ENSG00000283045,70.4786548614502,chr17,-,44492800,44496599
X16383,UBR5,ENSG00000104517,70.4487562179565,chr8,-,102394600,102397799
X4374,MEIS1-AS2,ENSG00000230749,70.4395213127136,chr2,-,66445200,66446999
X1764,LOC100421402,ENSG00000232499,70.4355907440186,chr1,+,113460000,113463999
X25786,SYT16,ENSG00000139973,70.4352345466614,chr14,+,61820000,61825199
X15542,NA,ENSG00000254270,70.420814037323,chr7,+,139616000,139620799
X31088,EPG5,ENSG00000152223,70.4194302558899,chr18,-,45945800,45948999
X14807,BNIP3P42,ENSG00000223974,70.4189486503601,chr7,+,64552800,64553799
X25499,NA,ENSG00000271075,70.4187870025635,chr14,+,52882800,52885799
X18603,NA,ENSG00000223795,70.4164147377014,chr9,+,134479400,134486799
X15387,NA,ENSG00000235427,70.4104523658752,chr7,-,116553400,116555799
X1380,ST13P20,ENSG00000215875,70.4085783958435,chr1,+,81699400,81701599
X15050,NA,ENSG00000280440,70.4039092063904,chr7,-,90347400,90349999
X35670,IDS,ENSG00000010404,70.3836650848389,chrX,-,149482600,149485599
X10249,NA,ENSG00000249937,70.3819336891174,chr5,+,17810400,17812199
X16552,NA,ENSG00000281641,70.369194984436,chr8,+,118535600,118541399
X17074,NA,ENSG00000274064,70.3689513206482,chr8,+,140009800,140016599
X4933,NA,ENSG00000235522,70.3624987602234,chr2,-,105864200,105869199
X8545,RPL7AP25,ENSG00000235294,70.3562474250793,chr3,-,181508800,181513599
X20089,DNMBP-AS1,ENSG00000227695,70.3542199134827,chr10,+,99918400,99921599
X9936,RPL9P16,ENSG00000214676,70.353663444519,chr4,+,168783400,168785799
X26027,PALS1,ENSG00000072415,70.3520469665527,chr14,+,67284800,67288599
X5152,RPL27P7,ENSG00000233741,70.3495788574219,chr2,-,119961800,119965999
X20593,NA,ENSG00000233334,70.3492641448975,chr10,+,124710600,124713799
X30348,EXOC7,ENSG00000182473,70.3465070724487,chr17,-,76121400,76128999
X25897,PPP1R36,ENSG00000165807,70.3404989242554,chr14,+,64557600,64561999
X35065,PARVG,ENSG00000138964,70.3332552909851,chr22,+,44163200,44169199
X8407,MYNN,ENSG00000085274,70.3298463821411,chr3,+,169771600,169775199
X24322,RPL36P15,ENSG00000240100,70.3292026519775,chr12,+,116908600,116911999
X24756,ELF1,ENSG00000120690,70.3284907341003,chr13,-,41078800,41081999
X16170,ZNF704,ENSG00000164684,70.324978351593,chr8,-,80873200,80874999
X11630,NA,ENSG00000248493,70.324803352356,chr5,+,146005000,146008199
X9568,PAQR3,ENSG00000163291,70.3143515586853,chr4,-,78921600,78925799
X15803,LINC01605,ENSG00000253414,70.3134269714355,chr8,-,37511000,37513999
X10438,OSMR,ENSG00000145623,70.3105001449585,chr5,+,38865200,38867599
X3333,MBOAT2,ENSG00000143797,70.3064270019531,chr2,-,9009800,9011199
X5682,NA,ENSG00000270799,70.3051481246948,chr2,+,174112200,174114799
X13047,RN7SKP56,ENSG00000222445,70.2898802757263,chr6,+,125904400,125907799
X9260,NA,ENSG00000207195,70.2865834236145,chr4,-,40846400,40849599
X34445,MIR6817,ENSG00000277872,70.286114692688,chr22,+,25465400,25467599
X22239,RNU6-44P,ENSG00000206772,70.2720317840576,chr11,-,112344600,112350199
X19154,ZNF37A,ENSG00000075407,70.258412361145,chr10,+,38105400,38109999
X35261,NA,NA,70.2571520805359,chrUn_KI270435v1,NA,91800,92999
X7442,ARL13B,ENSG00000169379,70.2537431716919,chr3,+,93979200,93980799
X24716,NA,LRG_293,70.252161026001,chr13,+,32348000,32352599
X14806,NA,ENSG00000227986,70.2333931922913,chr7,+,64350000,64354399
X35066,PARVG,ENSG00000138964,70.228967666626,chr22,+,44174200,44177999
X33023,RPL21P3,ENSG00000225419,70.2222714424133,chr20,+,18481800,18485199
X27348,NA,ENSG00000207223,70.2191996574402,chr15,+,64644400,64650599
X7969,FAM86JP,ENSG00000171084,70.2167882919312,chr3,+,125918200,125922199
X21008,PARVA,ENSG00000197702,70.2131915092468,chr11,+,12388600,12391999
X1329,TYW3,ENSG00000162623,70.2118644714355,chr1,+,74723000,74726999
X29883,NA,ENSG00000281267,70.2118639945984,chr17,-,60657600,60661599
X35177,NA,ENSG00000232897,70.2049126625061,chr22,-,47745600,47750199
X4666,NA,ENSG00000270532,70.2025389671326,chr2,-,85347400,85350399
X11434,MIR3661,ENSG00000266751,70.1968612670898,chr5,+,134225000,134227399
X33859,LINC00113,ENSG00000225298,70.1958727836609,chr21,+,27758800,27763799
X25895,NA,ENSG00000259160,70.1940445899963,chr14,-,64520600,64523799
X24157,TCP11L2,ENSG00000166046,70.1912722587585,chr12,+,106301800,106305399
X21481,TMEM216,ENSG00000187049,70.1865472793579,chr11,+,61382200,61385799
X28875,RNU7-43P,ENSG00000252363,70.1852359771729,chr17,+,8503400,8506999
X13394,SYNJ2-IT1,ENSG00000233496,70.1838359832764,chr6,+,158063000,158065599
X713,RPL18AP4,ENSG00000217644,70.1830630302429,chr1,+,32980200,32984599
X22660,NA,ENSG00000256769,70.1821761131287,chr12,-,2478000,2485599
X12304,CAP2,ENSG00000112186,70.1751823425293,chr6,+,17392800,17394599
X11582,NA,ENSG00000228737,70.1645998954773,chr5,+,141605600,141609599
X31747,CERS4,ENSG00000090661,70.1644005775452,chr19,+,8221400,8227999
X14523,NA,ENSG00000213721,70.159276008606,chr7,+,41976800,41980199
X5036,NA,ENSG00000271590,70.1563653945923,chr2,-,111226000,111228599
